txn_id,event_id,entity_id,date,description,item_id,price,qty,debit_acct,credit_acct,amount
250,250,1,2015-08-15,SHOPPERSDRUGMART0147 HALIFAX NS,,11.03,1,Other Leisure,Visa,11.03
251,251,1,2015-08-15,NSLC #2106 HALIFAX NS,,16.25,1,Liquor,Visa,16.25
252,252,1,2015-08-16,THE GREAT WALL RESTAURANTHALIFAX NS,,31.29,1,Delivery,Visa,31.29
253,253,1,2015-08-17,SCHEDULED PAYMENT | ONLINE TRANSFER,,100,1,Savings Expense,Chequing,100
254,254,1,2015-08-17,INSURANCE | TD Insurance,,14.83,1,Tenants Insurance,Chequing,14.83
255,255,1,2015-08-17,INSURANCE | TD Insurance,,65.16,1,Car Insurance,Chequing,65.16
256,256,1,2015-08-17,PERSONAL LOAN | SPL,,326.6,1,Car Payment,Chequing,326.6
257,257,1,2015-08-17,LOAN INTEREST,,30.56,1,Education Interest,Chequing,30.56
258,258,1,2015-08-17,APL* ITUNES.COM/BILL 800-676-2775 ON | (Rented Exmachina movie),,11.98,1,Activities,Visa,11.98
259,259,1,2015-08-17,THAI EXPRESS HALIFAX NS,,10.56,1,Lunch,Visa,10.56
260,260,1,2015-08-17,INTEREST PAYMENT | 25.46,,0,1,Student Credit,Info,0
261,261,1,2015-08-17,LOANPROTECTOR INSURANCE PREMIUM | 5.1,,0,1,Student Credit,Info,0
262,262,1,2015-08-18,APL* ITUNES.COM/BILL 800-676-2775 ON | (iCloud Storage),,1.14,1,iCloud,Visa,1.14
263,263,1,2015-08-18,SMOKES POUTINERIE QUEENS HALIFAX NS,,10.5,1,Lunch,Visa,10.5
264,264,1,2015-08-19,TWO IF BY THE S | IDP PURCHASE - 5800,,3.15,1,Lunch,Chequing,3.15
265,265,1,2015-08-19,SONGS KOREAN RESTAURAN HALIFAX NS,,24.08,1,Restaraunt,Visa,24.08
266,266,1,2015-08-19,MCDONALD'S #29712 HALIFAX NS,,5.91,1,Fast Food,Visa,5.91
267,267,1,2015-08-20,SUBWAY 11244 HALIFAX NS,,8.9,1,Lunch,Visa,8.9
268,268,1,2015-08-22,WENDY'S Q1R DARTMOUTH NS,,15.16,1,Fast Food,Visa,15.16
269,269,1,2015-08-23,APL* ITUNES.COM/BILL 800-676-2775 ON | (The Martian),,11.49,1,iBook,Visa,11.49
270,270,1,2015-08-23,SOBEYS 574 QPS HALIFAX NS,,8.04,1,Food,Visa,8.04
271,271,1,2015-08-24,Payment | WWW PAYMENT - 3344 TELUS MOBILIT,,162.7,1,Cellphone,Chequing,162.7
272,272,1,2015-08-24,SOBEYS 574 QPS HALIFAX NS,,112.24,1,Food,Visa,112.24
273,273,1,2015-08-24,NSLC #2120 HALIFAX NS,,13.49,1,Liquor,Visa,13.49
274,274,1,2015-08-24,MAMA GRATTI'S DELI &amp; MARKHALIFAX NS,,5.18,1,Lunch,Visa,5.18
275,275,1,2015-08-25,WAL-MART SUPERCENTER#3636HALIFAX NS,,40.88,1,Furniture,Visa,40.88
276,276,1,2015-08-25,MAMA GRATTI'S DELI &amp; MARKHALIFAX NS,,5.18,1,Lunch,Visa,5.18
277,277,1,2015-08-26,TWO IF BY THE SEA CAFE HALIFAX NS,,15.49,1,Lunch,Visa,15.49
278,278,1,2015-08-27,THE HENRY HOUSE HALIFAX NS,,90.4,1,Restaraunt,Visa,90.4
279,279,1,2015-08-27,ANNA'S CAFE &amp; GRILL HALIFAX NS,,7.29,1,Lunch,Visa,7.29
280,280,1,2015-08-28,LAWTONS DRUGS 114 HALIFAX NS,,35.13,1,Activities,Visa,35.13
281,281,1,2015-08-29,APL* ITUNES.COM/BILL 800-676-2775 ON | (iTunes Match annual fee),,27.99,1,iTunes Match,Visa,27.99
282,282,1,2015-08-29,Spotify Stockholm,,11.49,1,Spotify,Visa,11.49
283,283,1,2015-08-29,GRAND PRE SERVICE STATIONGRAND PRE NS,,31.76,1,Fuel,Visa,31.76
284,284,1,2015-08-29,PADDY'S BREWPUB &amp; ROSI WOLFVILLE NS,,23.4,1,Restaraunt,Visa,23.4
285,285,1,2015-08-30,WATERFRONT DEVELOPMENT COHALIFAX NS,,6,1,Other Leisure,Visa,6
286,286,1,2015-08-30,LADY LUCK BOUTIQUE HALIFAX NS,,34.5,1,Girls,Visa,34.5
287,287,1,2015-08-30,JULIEN'S PASTRY SHOP HALIFAX NS,,6.56,1,Snacks,Visa,6.56
288,288,1,2015-08-30,STARBUCKS 06149 HALIFAX NS,,6.9,1,Fast Food,Visa,6.9
289,289,1,2015-08-31,PAYROLL DEPOSIT | [This is a fake amount],,1804.09,1,Chequing,Salary,1804.09
290,290,1,2015-08-31,LOAN INTEREST,,12.95,1,Leisure Interest,Chequing,12.95
291,291,1,2015-08-31,LOT SIX RESTAURANT &amp; B HALIFAX NS,,69,1,Restaraunt,Visa,69
292,292,1,2015-08-31,INTEREST PAYMENT | 12.95,,0,1,Credit Line,Info,0
293,293,1,2015-09-01,DEPOSIT INTEREST,,1.13,1,Savings,Interest,1.13
294,294,1,2015-09-01,ANNA'S CAFE &amp; GRILL HALIFAX NS,,7.99,1,Lunch,Visa,7.99
295,295,1,2015-09-02,ANNA'S CAFE &amp; GRILL HALIFAX NS,,8.56,1,Lunch,Visa,8.56
296,296,1,2015-09-03,Payment | WWW PAYMENT - 7032 N.S. POWER IN,,74.07,1,Power,Chequing,74.07
297,297,1,2015-09-05,ULTRAMAR # 23012 HALIFAX NS,,33.6,1,Fuel,Visa,33.6
298,298,1,2015-09-05,THAI EXPRESS HALIFAX HALIFAX NS,,20.42,1,Lunch,Visa,20.42
299,299,1,2015-09-06,STAYNERS WHARF HALIFAX NS,,19.5,1,Restaraunt,Visa,19.5
300,300,1,2015-09-06,TWO IF BY THE SEA CAFE HALIFAX NS,,6.75,1,Snacks,Visa,6.75
301,301,1,2015-09-06,APPLE STORE #R514 902-442-3495 NS,,34.44,1,Electronics,Visa,34.44
302,302,1,2015-09-06,APPLE STORE #R514 902-442-3495 NS,,28.75,1,Electronics,Visa,28.75
303,303,1,2015-09-06,STEAMGAMES.COM 425-952-2985,,10.98,1,Games,Visa,10.98
304,304,1,2015-09-07,AGRYLE BAR AND GRILL HALIFAX NS | (Reimbused $45 by Sabina on Sep 16),,49.19,1,Restaraunt,Visa,49.19
305,305,1,2015-09-07,AGRYLE BAR AND GRILL HALIFAX NS | (Reimbused $45 by Sabina on Sep 16),,45,1,Transfer,Visa,45
306,306,1,2015-09-08,COSTCO WHOLESAL | IDP PURCHASE - 5002,,27.58,1,Snacks,Chequing,27.58
307,307,1,2015-09-08,Withdrawal | PTB WD --- HA809908,,40,1,Other Leisure,Chequing,40
308,308,1,2015-09-08,ANNA'S CAFE &amp; GRILL HALIFAX NS,,7.99,1,Lunch,Visa,7.99
309,309,1,2015-09-09,ANNA'S CAFE &amp; GRILL HALIFAX NS,,7.99,1,Lunch,Visa,7.99
310,310,1,2015-09-09,SOBEYS 574 QPS HALIFAX NS,,35.09,1,Food,Visa,35.09
311,311,1,2015-09-10,CHEQUE - # 058,,875,1,Rent,Chequing,875
312,312,1,2015-09-10,APL* ITUNES.COM/BILL 800-676-2775 ON,,5.27,1,Digital,Visa,5.27
313,313,1,2015-09-11,HALIFAXDARTMOUTH BRIDG DARTMOUTH NS,,30,1,Tolls,Visa,30
314,314,1,2015-09-12,Amazon *Marketplce CA WWW.AMAZON.CAON,,18.39,1,Electronics,Visa,18.39
315,315,1,2015-09-12,APL* ITUNES.COM/BILL 800-676-2775 ON,,14.94,1,Digital,Visa,14.94
316,316,1,2015-09-13,APL* ITUNES.COM/BILL 800-676-2775 ON | (Foundation and Empire),,2.29,1,iBook,Visa,2.29
317,317,1,2015-09-14,Payment | WWW PAYMENT - 4543 EASTLINK,,106.89,1,Internet,Chequing,106.89
318,318,1,2015-09-14,NETFLIX.COM 866-716-0414 ON,,7.99,1,Netflix,Visa,7.99
319,319,1,2015-09-14,ANNA'S CAFE &amp; GRILL HALIFAX NS,,7.82,1,Lunch,Visa,7.82
320,320,1,2015-09-15,PAYROLL DEPOSIT | [This is a fake amount],,1804.09,1,Chequing,Salary,1804.09
321,321,1,2015-09-15,ANNA'S CAFE &amp; GRILL HALIFAX NS,,8.56,1,Lunch,Visa,8.56
322,322,1,2015-09-16,"WWW3RD PTY DEP-1622 | (Reimbursement by Sabina from Aug. 9, 2015 - $45 went to another dinner transaction)",,1,1,Chequing,Transfer,1
323,323,1,2015-09-16,"WWW3RD PTY DEP-1889 | (Reimbursement by Sabina from Aug. 9, 2015 - $45 went to another dinner transaction)",,299,1,Chequing,Transfer,299
324,324,1,2015-09-16,WWW TFR MIN0-05972,,1466.25,1,Transfer,Student Credit,1466.25
325,325,1,2015-09-16,Transfer | WWW TRANSFER - 5972,,1466.25,1,Chequing,Transfer,1466.25
326,326,1,2015-09-16,SCHEDULED PAYMENT | ONLINE TRANSFER,,100,1,Savings Expense,Chequing,100
327,327,1,2015-09-16,INSURANCE | TD Insurance,,14.83,1,Tenants Insurance,Chequing,14.83
328,328,1,2015-09-16,INSURANCE | TD Insurance,,65.16,1,Car Insurance,Chequing,65.16
329,329,1,2015-09-16,Payment | WWW PAYMENT - 6012 CPA ATLANTIC (Assurance),,1466.25,1,Uncategorized,Chequing,1466.25
330,330,1,2015-09-16,LOAN INTEREST,,30.12,1,Education Interest,Chequing,30.12
331,331,1,2015-09-16,LAWTONS DRUGS 114 HALIFAX NS,,20,1,Bus,Visa,20
332,332,1,2015-09-16,THE FICKLE FROG PUB HALIFAX NS,,11.9,1,Restaraunt,Visa,11.9
333,333,1,2015-09-16,INTEREST PAYMENT | 25.09,,0,1,Student Credit,Info,0
334,334,1,2015-09-16,LOANPROTECTOR INSURANCE PREMIUM | 5.03,,0,1,Student Credit,Info,0
335,335,1,2015-09-17,PERSONAL LOAN | SPL,,326.6,1,Car Payment,Chequing,326.6
336,336,1,2015-09-17,TWO IF BY THE SEA CAFE HALIFAX NS,,8.74,1,Lunch,Visa,8.74
337,337,1,2015-09-17,SQ *SAINT LOU'S GENTLEMENHalifax NS,,33.6,1,Haircut,Visa,33.6
338,338,1,2015-09-18,Transfer | WWW TRANSFER - 3936,,1000,1,Transfer,Chequing,1000
339,339,1,2015-09-18,PAYMENT - THANK YOU / PAIEMENT - MERCI,,1000,1,Visa,Transfer,1000
340,340,1,2015-09-18,APL* ITUNES.COM/BILL 800-676-2775 ON,,1.48,1,iCloud,Visa,1.48
341,341,1,2015-09-19,MANHATTAN PIZZA HALIFAX NS,,21.15,1,Delivery,Visa,21.15
342,342,1,2015-09-21,Payment | WWW PAYMENT - 3374 TELUS MOBILIT,,121.24,1,Cellphone,Chequing,121.24
343,343,1,2015-09-21,ANNA'S CAFE &amp; GRILL HALIFAX NS,,7.29,1,Lunch,Visa,7.29
344,344,1,2015-09-22,MCKELVIES HALIFAX NS,,56.56,1,Restaraunt,Visa,56.56
345,345,1,2015-09-22,ELLE'S BISTRO HALIFAX NS,,13.12,1,Lunch,Visa,13.12
346,346,1,2015-09-22,STARBUCKS 04085 HALIFAX NS,,2.59,1,Fast Food,Visa,2.59
347,347,1,2015-09-23,ALEXANDRA'S PIZZA (QUEEN HALIFAX NS,,10.12,1,Delivery,Visa,10.12
348,348,1,2015-09-24,APL* ITUNES.COM/BILL 800-676-2775 ON | (Second Foundation),,3.44,1,iBook,Visa,3.44
349,349,1,2015-09-24,SOBEYS 574 QPS HALIFAX NS,,8.61,1,Food,Visa,8.61
350,350,1,2015-09-24,STARBUCKS 04085 HALIFAX NS,,2.59,1,Fast Food,Visa,2.59
351,351,1,2015-09-25,WWW TFR MIN0-08134 | LoC,,200,1,Transfer,Credit Line,200
352,352,1,2015-09-25,Transfer | WWW TRANSFER - 8134,,200,1,Chequing,Transfer,200
353,353,1,2015-09-25,SCHEDULED PAYMENT | ONLINE TRANSFER (To direct investing),,200,1,Savings Expense,Chequing,200
354,354,1,2015-09-25,"SCHEDULED PAYMENT | ONLINE TRANSFER (Transfered to direct investing, then took out on Sep. 29, 2015)",,200,1,Transfer,Chequing,200
355,355,1,2015-09-25,NSLC #2120 HALIFAX NS,,16.25,1,Liquor,Visa,16.25
356,356,1,2015-09-26,APL* ITUNES.COM/BILL 800-676-2775 ON,,1.37,1,Digital,Visa,1.37
357,357,1,2015-09-26,GIGANTIC VIDEO I 95 LTD HALIFAX NS,,9.18,1,Snacks,Visa,9.18
358,358,1,2015-09-26,MCDONALD'S #29712 HALIFAX NS,,14.44,1,Fast Food,Visa,14.44
359,359,1,2015-09-27,GIGANTIC VIDEO I 95 LTD HALIFAX NS,,4.83,1,Snacks,Visa,4.83
360,360,1,2015-09-28,LAWTONS DRUGS 114 HALIFAX NS,,10.79,1,Food,Visa,10.79
361,361,1,2015-09-28,THAI EXPRESS HALIFAX NS,,11.4,1,Lunch,Visa,11.4
362,362,1,2015-09-29,MISC PAYMENT | RBC DI (Took out of direct investing),,200,1,Chequing,Transfer,200
363,363,1,2015-09-29,THE BODY SHOP CANADA #147HALIFAX NS,,40.25,1,Food,Visa,40.25
364,364,1,2015-09-29,Spotify Stockholm,,11.49,1,Spotify,Visa,11.49
365,365,1,2015-09-30,PAYROLL DEPOSIT | [This is a fake amount],,1804.09,1,Chequing,Salary,1804.09
366,366,1,2015-09-30,LOAN INTEREST,,12.58,1,Leisure Interest,Chequing,12.58
367,367,1,2015-09-30,MANHATTAN PIZZA HALIFAX NS,,11.89,1,Delivery,Visa,11.89
368,368,1,2015-09-30,PAYMENT - THANK YOU / PAIEMENT - MERCI,,1147.51,1,Visa,Transfer,1147.51
369,369,1,2015-09-30,ANNA'S CAFE &amp; GRILL HALIFAX NS,,9.78,1,Lunch,Visa,9.78
370,370,1,2015-09-30,SOBEYS 574 QPS HALIFAX NS,,11.43,1,Food,Visa,11.43
371,371,1,2015-09-30,INTEREST PAYMENT | 12.58,,0,1,Credit Line,Info,0
372,372,1,2015-10-01,Transfer | WWW TRANSFER - 2737,,145,1,Chequing,Parents,145
373,373,1,2015-10-01,Transfer | WWW TRANSFER - 2133,,1147.51,1,Transfer,Chequing,1147.51
374,374,1,2015-10-01,WWW TFR MIN0-07744 | LoC,,200,1,Transfer,Credit Line,200
375,375,1,2015-10-01,Transfer | WWW TRANSFER - 7744,,200,1,Chequing,Transfer,200
376,376,1,2015-10-01,DEPOSIT INTEREST,,1.1,1,Savings,Interest,1.1
377,377,1,2015-10-01,ANNA'S CAFE &amp; GRILL HALIFAX NS,,7.99,1,Lunch,Visa,7.99
378,378,1,2015-10-01,BOSTON PIZZA # 919 HALIFAX NS,,52.7,1,Bar,Visa,52.7
379,379,1,2015-10-02,MCDONALD'S #29712 HALIFAX NS,,5.73,1,Fast Food,Visa,5.73
380,380,1,2015-10-02,THAI EXPRESS HALIFAX NS,,10.9,1,Lunch,Visa,10.9
381,381,1,2015-10-03,MANHATTAN PIZZA HALIFAX NS,,7.92,1,Fast Food,Visa,7.92
382,382,1,2015-10-04,UNCOMMON GROUNDS - A COFFHALIFAX NS,,3.2,1,Fast Food,Visa,3.2
383,383,1,2015-10-05,CHEQUE - # 059,,875,1,Rent,Chequing,875
384,384,1,2015-10-05,GST | CANADA,,51.13,1,Chequing,HST Rebate,51.13
385,385,1,2015-10-05,PURCHASE INTEREST 19.99%,,28.71,1,Leisure Interest,Visa,28.71
386,386,1,2015-10-05,HALIFAX PROVINCIAL COU HALIFAX NS,,134,1,One-Off,Visa,134
387,387,1,2015-10-05,ANNA'S CAFE &amp; GRILL HALIFAX NS,,7.99,1,Lunch,Visa,7.99
388,388,1,2015-10-06,LAWTONS DRUGS 114 HALIFAX NS,,20,1,Bus,Visa,20
389,389,1,2015-10-06,SOBEYS 574 QPS HALIFAX NS,,8.38,1,Food,Visa,8.38
390,390,1,2015-10-06,ANNA'S CAFE &amp; GRILL HALIFAX NS,,7.99,1,Lunch,Visa,7.99
391,391,1,2015-10-07,ALEXANDRA'S PIZZA (QUEEN HALIFAX NS,,10.12,1,Delivery,Visa,10.12
392,392,1,2015-10-07,BURRITO JAX HALIFAX NS,,9.75,1,Lunch,Visa,9.75
393,393,1,2015-10-09,NSLC #2120 HALIFAX NS,,27.98,1,Liquor,Visa,27.98
394,394,1,2015-10-10,MCDONALD'S #20670 DARTMOUTH NS,,12.38,1,Fast Food,Visa,12.38
395,395,1,2015-10-10,DAYLE'S DEPARTMENT STO AMHERST NS | (Cost reduced by $50 by reimbursement from parents),,41.08,1,Clothing,Visa,41.08
396,396,1,2015-10-10,DAYLE'S DEPARTMENT STO AMHERST NS | (Cost reduced by $50 by reimbursement from parents),,50,1,Transfer,Visa,50
397,397,1,2015-10-10,ULTRAMAR # 23012 HALIFAX NS,,29.51,1,Fuel,Visa,29.51
398,398,1,2015-10-12,THE BATTERED FISH HALIFAX NS,,10.2,1,Lunch,Visa,10.2
399,399,1,2015-10-13,ANNA'S CAFE &amp; GRILL HALIFAX NS,,7.99,1,Lunch,Visa,7.99
400,400,1,2015-10-13,"Transfer | WWW TRANSFER - 2163 (Reimbursement from parents for Oct. 10, 2015 shoes purchase)",,50,1,Chequing,Transfer,50
401,401,1,2015-10-13,Transfer | WWW TRANSFER - 8491,,50,1,Transfer,Chequing,50
402,402,1,2015-10-11,PAYMENT - THANK YOU / PAIEMENT - MERCI,,50,1,Visa,Transfer,50
403,403,1,2015-10-14,NETFLIX.COM 866-716-0414 ON,,7.99,1,Netflix,Visa,7.99
404,404,1,2015-10-14,SQ *SAINT LOU'S GENTLEMENHalifax NS,,33.6,1,Haircut,Visa,33.6
405,405,1,2015-10-14,SOBEYS 574 QPS HALIFAX NS,,118.42,1,Food,Visa,118.42
406,406,1,2015-10-14,ANNA'S CAFE &amp; GRILL HALIFAX NS,,7.99,1,Lunch,Visa,7.99
407,407,1,2015-10-14,TWO IF BY THE S | IDP PURCHASE - 4510,,0.9,1,Snacks,Chequing,0.9
408,408,1,2015-10-15,PAYROLL DEPOSIT | [This is a fake amount],,1804.09,1,Chequing,Salary,1804.09
409,409,1,2015-10-15,MOUNTAIN EQUIP CO-OP HALIFAX NS,,143,1,Clothing,Visa,143
410,410,1,2015-10-15,SMOKE'S POUTINERIE HALIFAHALIFAX NS,,10.34,1,Lunch,Visa,10.34
411,411,1,2015-10-16,INTEREST PAYMENT | 28.95,,0,1,Student Credit,Info,0
412,412,1,2015-10-16,LOANPROTECTOR INSURANCE PREMIUM | 5.79,,0,1,Student Credit,Info,0
413,413,1,2015-10-16,SCHEDULED PAYMENT | ONLINE TRANSFER,,100,1,Savings Expense,Chequing,100
414,414,1,2015-10-16,INSURANCE | TD Insurance,,14.83,1,Tenants Insurance,Chequing,14.83
415,415,1,2015-10-16,INSURANCE | TD Insurance,,65.16,1,Car Insurance,Chequing,65.16
416,416,1,2015-10-16,Payment | WWW PAYMENT - 9493 EASTLINK,,106.89,1,Internet,Chequing,106.89
417,417,1,2015-10-16,LOAN INTEREST,,34.74,1,Education Interest,Chequing,34.74
418,418,1,2015-10-16,MCDONALD'S #40487 HALIFAX NS,,11.6,1,Lunch,Visa,11.6
419,419,1,2015-10-17,ALEXANDRA'S PIZZA (QUEEN HALIFAX NS,,11.12,1,Delivery,Visa,11.12
420,420,1,2015-10-19,PERSONAL LOAN | SPL,,326.6,1,Car Payment,Chequing,326.6
421,421,1,2015-10-19,APL* ITUNES.COM/BILL 800-676-2775 ON,,1.48,1,iCloud,Visa,1.48
422,422,1,2015-10-19,GIGANTIC VIDEO I 95 LTD HALIFAX NS,,4.84,1,Snacks,Visa,4.84
423,423,1,2015-10-20,LAWTONS DRUGS 114 HALIFAX NS,,20,1,Bus,Visa,20
424,424,1,2015-10-22,Transfer | WWW TRANSFER - 3966,,600,1,Transfer,Chequing,600
425,425,1,2015-10-21,PAYMENT - THANK YOU / PAIEMENT - MERCI,,600,1,Visa,Transfer,600
426,426,1,2015-10-21,Payment | WWW PAYMENT - 3578 TELUS MOBILIT,,121.24,1,Cellphone,Chequing,121.24
427,427,1,2015-10-25,SOBEYS 574 QPS HALIFAX NS,,37.81,1,Food,Visa,37.81
428,428,1,2015-10-28,SMOKE'S POUTINERIE HALIFAHALIFAX NS,,10.34,1,Lunch,Visa,10.34
429,429,1,2015-10-29,THE AUCTION HOUSE HALIFAX NS,,33.91,1,Bar,Visa,33.91
430,430,1,2015-10-29,TIM HORTONS 1742 QTH HALIFAX NS,,10.76,1,Lunch,Visa,10.76
431,431,1,2015-10-29,GIGANTIC VIDEO I 95 LTD HALIFAX NS,,4.83,1,Snacks,Visa,4.83
432,432,1,2015-10-29,Spotify 136836291080-1 Stockholm,,11.49,1,Spotify,Visa,11.49
433,433,1,2015-10-30,PAYROLL DEPOSIT | [This is a fake amount],,1804.09,1,Chequing,Salary,1804.09
434,434,1,2015-10-30,LOAN INTEREST,,14.36,1,Leisure Interest,Chequing,14.36
435,435,1,2015-10-30,INTEREST PAYMENT | 14.36,,0,1,Credit Line,Info,0
436,436,1,2015-10-30,BATON ROUGE HALIFAX NS | (With Jeremy and his PwC coworkers),,23.46,1,Lunch,Visa,23.46
437,437,1,2015-10-31,PAYMENT - THANK YOU / PAIEMENT - MERCI,,701.17,1,Visa,Transfer,701.17
438,438,1,2015-10-31,THAI EXPRESS HALIFAX HALIFAX NS,,10.33,1,Fast Food,Visa,10.33
439,439,1,2015-10-31,APPLE STORE #R514 HALIFAX NS | (Hue lights - 3 Hue starter kit and 3 Lux),,298.76,1,Electronics,Visa,298.76
440,440,1,2015-10-31,APPLE ONLINE STORE 800-676-2775 ON | (Apple TV 4th Generation),,312.23,1,Electronics,Visa,312.23
441,441,1,2015-11-02,Payment | WWW PAYMENT - 9952 N.S. POWER IN,,72.65,1,Power,Chequing,72.65
442,442,1,2015-11-02,Transfer | WWW TRANSFER - 9101,,701.17,1,Transfer,Chequing,701.17
443,443,1,2015-11-02,ANNA'S CAFE &amp; GRILL HALIFAX NS,,7.99,1,Lunch,Visa,7.99
444,444,1,2015-11-02,DEPOSIT INTEREST,,1.13,1,Savings,Interest,1.13
445,445,1,2015-11-03,CHEQUE - # 060,,875,1,Rent,Chequing,875
446,446,1,2015-11-03,SOBEYS 574 QPS HALIFAX NS,,40.57,1,Food,Visa,40.57
447,447,1,2015-11-03,SOBEYS 574 QPS HALIFAX NS,,6.67,1,Food,Visa,6.67
448,448,1,2015-11-05,SHOPPERSDRUGMART0147 HALIFAX NS,,20,1,Bus,Visa,20
449,449,1,2015-11-05,ALEXANDRA'S PIZZA (QUEEN HALIFAX NS,,10.12,1,Delivery,Visa,10.12
450,450,1,2015-11-07,PAVIA - ESPRESSO BAR &amp; CAHALIFAX NS,,12.73,1,Fast Food,Visa,12.73
451,451,1,2015-11-08,THE ROCK BOTTOM HALIFAX NS,,29.99,1,Bar,Visa,29.99
452,452,1,2015-11-08,GIGANTIC VIDEO I 95 LTD HALIFAX NS,,4.83,1,Snacks,Visa,4.83
453,453,1,2015-11-09,TIM HORTONS 0488 QTH HALIFAX NS,,4.36,1,Lunch,Visa,4.36
454,454,1,2015-11-09,THE SOURCE #56680 HALIFAX NS,,13.79,1,Electronics,Visa,13.79
455,455,1,2015-11-09,THAI EXPRESS HALIFAX NS,,10.9,1,Lunch,Visa,10.9
456,456,1,2015-11-10,SOBEYS 574 QPS HALIFAX NS,,34.36,1,Food,Visa,34.36
457,457,1,2015-11-10,SOBEYS 574 QPS HALIFAX NS,,31.25,1,Food,Visa,31.25
458,458,1,2015-11-11,ULTRAMAR # 23012 HALIFAX NS,,34.86,1,Fuel,Visa,34.86
459,459,1,2015-11-13,PAYROLL DEPOSIT | [This is a fake amount],,1804.09,1,Chequing,Salary,1804.09
460,460,1,2015-11-12,ANNA'S CAFE &amp; GRILL HALIFAX NS,,7.29,1,Lunch,Visa,7.29
461,461,1,2015-11-14,NETFLIX.COM 866-716-0414 ON,,7.99,1,Netflix,Visa,7.99
462,462,1,2015-11-15,THE FICKLE FROG PUB HALIFAX NS,,35.05,1,Bar,Visa,35.05
463,463,1,2015-11-15,YELLOW CAB LTD HALIFAX NS,,6.21,1,Bar,Visa,6.21
464,464,1,2015-11-16,SOBEYS 881 QPS HALIFAX NS,,45.6,1,Food,Visa,45.6
465,465,1,2015-11-16,INTEREST PAYMENT | 29.92,,0,1,Student Credit,Info,0
466,466,1,2015-11-16,LOANPROTECTOR INSURANCE PREMIUM | 5.99,,0,1,Student Credit,Info,0
467,467,1,2015-11-16,Withdrawal | PTB WD --- HA825567,,40,1,Restaraunt,Chequing,40
468,468,1,2015-11-16,SCHEDULED PAYMENT | ONLINE TRANSFER,,100,1,Savings Expense,Chequing,100
469,469,1,2015-11-16,INSURANCE | TD Insurance,,16.25,1,Tenants Insurance,Chequing,16.25
470,470,1,2015-11-16,INSURANCE | TD Insurance,,73.87,1,Car Insurance,Chequing,73.87
471,471,1,2015-11-16,Payment | WWW PAYMENT - 0559 EASTLINK,,106.89,1,Internet,Chequing,106.89
472,472,1,2015-11-16,LOAN INTEREST,,35.91,1,Education Interest,Chequing,35.91
473,473,1,2015-11-16,ANNA'S CAFE &amp; GRILL HALIFAX NS,,8.56,1,Lunch,Visa,8.56
474,474,1,2015-11-17,PERSONAL LOAN | SPL,,326.6,1,Car Payment,Chequing,326.6
475,475,1,2015-11-17,APL* ITUNES.COM/BILL 800-676-2775 ON,,4.01,1,iOS,Visa,4.01
476,476,1,2015-11-17,MCDONALD'S #40487 HALIFAX NS,,10.45,1,Lunch,Visa,10.45
477,477,1,2015-11-18,APL* ITUNES.COM/BILL 800-676-2775 ON,,1.48,1,iCloud,Visa,1.48
478,478,1,2015-11-19,ELLE'S BISTRO HALIFAX NS,,16.15,1,Lunch,Visa,16.15
479,479,1,2015-11-20,SOBEYS 574 QPS HALIFAX NS,,21.16,1,Food,Visa,21.16
480,480,1,2015-11-20,CASINO TAXI 1 HALIFAX NS,,9.3,1,Bar,Visa,9.3
481,481,1,2015-11-20,Payment | WWW PAYMENT - 1581 TELUS MOBILIT,,121.24,1,Cellphone,Chequing,121.24
482,482,1,2015-11-20,Transfer | WWW TRANSFER - 2227,,300,1,Transfer,Chequing,300
483,483,1,2015-11-20,PAYMENT - THANK YOU / PAIEMENT - MERCI,,300,1,Visa,Transfer,300
484,484,1,2015-11-21,BISTRO LE COQ HALIFAX NS,,76.19,1,Restaraunt,Visa,76.19
485,485,1,2015-11-21,THE GREAT WALL RESTAURANTHALIFAX NS,,23.89,1,Delivery,Visa,23.89
486,486,1,2015-11-22,SOBEYS 574 QPS HALIFAX NS,,24.63,1,Food,Visa,24.63
487,487,1,2015-11-22,TIM HORTONS 2303 QTH HANTSPORT NS,,9.51,1,Fast Food,Visa,9.51
488,488,1,2015-11-25,PETE'S DRESDEN ROW HALIFAX NS,,8.48,1,Food,Visa,8.48
489,489,1,2015-11-25,ANNA'S CAFE &amp; GRILL HALIFAX NS,,7.99,1,Lunch,Visa,7.99
490,490,1,2015-11-26,CITY MAZDA HALIFAX NS,,57.44,1,Car Maintenance,Visa,57.44
491,491,1,2015-11-26,SPORT CHEK COMBO STORE #2HALIFAX NS,,22.99,1,Gear,Visa,22.99
492,492,1,2015-11-27,LAWTONS DRUGS 114 HALIFAX NS | (Toothpaste),,3.83,1,Food,Visa,3.83
493,493,1,2015-11-27,WINNERS 350 HALIFAX NS,,22.99,1,Clothing,Visa,22.99
494,494,1,2015-11-27,ROCKY MOUNTAIN CHOCOLATE HALIFAX NS,,15.29,1,Snacks,Visa,15.29
495,495,1,2015-11-27,THAI EXPRESS HALIFAX NS,,10.33,1,Lunch,Visa,10.33
496,496,1,2015-11-27,WILLMAN'S FRIED FOODS LTDHALIFAX NS,,24.43,1,Delivery,Visa,24.43
497,497,1,2015-11-28,APL* ITUNES.COM/BILL 800-676-2775 ON | (Pandemic Game),,9.19,1,iOS,Visa,9.19
