symbol,askPrice,askSize,avgTotalVolume,bidPrice,bidSize,calculationPrice,change,changePercent,close,closeTime,companyName,delayedPrice,delayedPriceTime,extendedChange,extendedChangePercent,extendedPrice,extendedPriceTime,high,iexAskPrice,iexAskSize,iexBidPrice,iexBidSize,iexLastUpdated,iexMarketPercent,iexRealtimePrice,iexRealtimeSize,iexVolume,latestPrice,latestSource,latestTime,latestUpdate,latestVolume,low,marketCap,open,openTime,peRatio,previousClose,primaryExchange,sector,week52High,week52Low,ytdChange
IBDL,,,138615,,,close,0,0,25.02,1537560000226,iShares iBonds Dec 2020 Term Corporate,25.02,1537560600001,0.01,0.0004,25.03,1537536592005,25.04,,,,,,,,,,25.02,Close,"September 21, 2018",1537560000226,161832,25.01,763110000,25.04,1537536600109,,25.02,NYSE Arca,,25.57,24.94,0.0035497262499240003
IBDM,,,148015,,,close,0.01,0.00041000000000000005,24.34,1537560000244,iShares iBonds Dec 2021 Term Corporate,24.34,1537560600001,-0.01,-0.00041000000000000005,24.33,1537450192006,24.341,,,,,,,,,,24.34,Close,"September 21, 2018",1537560000244,100173,24.31,786182000,24.34,1537536600095,,24.33,NYSE Arca,,25.08,24.27,0.000126596363397
IBDN,,,94052,,,close,0.01,0.00041000000000000005,24.31,1537560000201,iShares iBonds Dec 2022 Term Corporate,24.31,1537560600000,-0.01,-0.00041000000000000005,24.3,1537300801278,24.31,,,,,,,,,,24.31,Close,"September 21, 2018",1537560000201,58735,24.265,511725500,24.31,1537536600087,,24.3,NYSE Arca,,25.29,24.1901,-0.006473591723349
IBDO,,,96965,,,close,0.01,0.00041000000000000005,24.27,1537560000170,iShares iBonds Dec 2023 Term Corporate,24.27,1537560600001,0.02,0.0008200000000000001,24.29,1536843720541,24.27,,,,,,,,,,24.27,Close,"September 21, 2018",1537560000170,64706,24.222,468411000,24.26,1537536600072,,24.26,NYSE Arca,,25.435,24.13,-0.008443749775389
IBDP,,,32933,,,close,-0.005,-0.00021,24.06,1537560000185,iShares iBonds Dec 2024 Term Corporate,24.06,1537560600001,-0.01,-0.00042,24.05,1537536585047,24.1,,,,,,,,,,24.06,Close,"September 21, 2018",1537560000185,24549,24.04,287517000,24.08,1537536600117,,24.065,NYSE Arca,,25.32,23.86,-0.014996393733288002
IBDQ,,,38038,,,close,-0.027700000000000002,-0.00116,23.8723,1537560000206,iShares iBonds Dec 2025 Term Corporate,23.88,1537560600001,0.0777,0.0032500000000000003,23.95,1536782400004,23.92,,,,,,,,,,23.8723,Close,"September 21, 2018",1537560000206,28336,23.834,333018585,23.92,1537537355004,,23.9,NYSE Arca,,25.2469,23.6,-0.021799661297865
IBDR,,,18915,,,close,-0.05,-0.00215,23.21,1537560000154,iShares iBonds Dec 2026 Term Corporate,23.21,1537560600002,0.17,0.007320000000000001,23.38,1536326985018,23.298,,,,,,,,,,23.21,Close,"September 21, 2018",1537560000154,14272,23.2,149704500,23.27,1537537363277,,23.26,NYSE Arca,,24.74,22.99,-0.030845539364822
IBDS,,,18167,,,close,0.08,0.0034000000000000002,23.58,1537560000136,iShares iBonds Dec 2027 Term Corporate,23.58,1537560600001,0.01,0.00042,23.59,1537277395841,23.61,,,,,,,,,,23.58,Close,"September 21, 2018",1537560000136,12845,23.49,134406000,23.53,1537558292990,,23.5,NYSE Arca,,25.89,23.288,-0.025626267351317
IBDT,,,0,,,close,0.10300000000000001,0.00412,25.123,1537560000116,iShares iBonds Dec 2028 Term Corporate,25.1,1537560600000,,,,,25.123,,,,,,,,,,25.123,Close,"September 21, 2018",1537560000116,1598,25.123,0,24.95,1537451055590,,25.02,NYSE Arca,,25.123,24.95,0.008236706634692
IBIO,,,111442,,,close,0,0,0.89,1537560000146,iBio Inc.,0.89,1537560600001,-0.02,-0.02247,0.87,1537561136633,0.89,,,,,,,,,,0.89,Close,"September 21, 2018",1537560000146,52933,0.8241,16319745,0.84,1537536600028,,0.89,NYSE American,Healthcare,3.855,0.6001000000000001,-0.5189189189189191
IBKC,,,296044,,,close,-0.55,-0.00649,84.25,1537560000728,IBERIABANK Corporation,84.25,1537560000728,0,0,84.25,1537562465361,85.35,,,,,,,,,,84.25,Close,"September 21, 2018",1537560000728,940073,83.9,4720307018,84.65,1537536600667,15.57,84.8,Nasdaq Global Select,Financial Services,87.55,68.55,0.09487045795679
IBKCO,,,1832,,,close,0,0,27.2,1537560000312,IBERIABANK Corporation Depositary Shares Representing Series C Fixed to Floating,27.06,1537560000312,-1.1,-0.040440000000000004,26.1,1533216446201,27.354,,,,,,,,,,27.2,Close,"September 21, 2018",1537560000312,3564,27.06,0,27.07,1537540418548,,27.2,Nasdaq Global Select,Financial Services,28.55,26.21,0.020216796069164003
IBKCP,,,2795,,,close,0.3498,0.012950000000000001,27.3598,1537560000462,IBERIABANK Corporation Depositary Shares Representing Series B Fixed to Floating,26.84,1537560000462,-0.07980000000000001,-0.0029200000000000003,27.28,1528723682798,27.409,,,,,,,,,,27.3598,Close,"September 21, 2018",1537560000462,973,26.876,0,26.88,1537548720702,,27.01,Nasdaq Global Select,Financial Services,30.16,25.82,0.041432713770717
IBKR,,,651472,,,close,-1.25,-0.0213,57.43,1537560000337,Interactive Brokers Group Inc.,57.43,1537560000337,0.52,0.00905,57.95,1537562449761,59.31,,,,,,,,,,57.43,Close,"September 21, 2018",1537560000337,869267,57.35,23763063218,58.94,1537536600786,27.74,58.68,Nasdaq Global Select,Financial Services,80.32,41.5652,-0.05250292444125
IBM,,,4087600,,,close,0.2,0.0013200000000000002,151.35,1537560214886,International Business Machines Corporation,151.35,1537560214886,0.06,0.0004,151.41,1537562969915,152.6,,,,,,,,,,151.35,Close,"September 21, 2018",1537560214886,19823229,150.74,138147465405,151.76,1537536732418,10.8,151.15,New York Stock Exchange,Technology,171.13,137.45,0.014003467331841001
IBMH,,,42952,,,close,-0.0112,-0.00044,25.3288,1537560000185,iShares iBonds Sep 2019 Term Muni Bond,25.329,1537560600001,0.031200000000000002,0.0012300000000000002,25.36,1537300800129,25.35,,,,,,,,,,25.3288,Close,"September 21, 2018",1537560000185,37773,25.31,269751720,25.31,1537536600076,,25.34,NYSE Arca,,25.61,24.9217,0.007049906724210001
IBMI,,,46576,,,close,-0.027700000000000002,-0.0011,25.2623,1537560000012,iShares iBonds Sep 2020 Term Muni Bond,25.262,1537560600001,0.13770000000000002,0.005450000000000001,25.4,1529496967770,25.28,,,,,,,,,,25.2623,Close,"September 21, 2018",1537560000012,48518,25.24,303147600,25.28,1537536600109,,25.29,NYSE Arca,,25.78,25.1801,0.003940659463072
IBMJ,,,41146,,,close,-0.0199,-0.00079,25.2801,1537560000146,iShares iBonds Dec 2021 Term Muni Bond,25.28,1537560600001,0.22990000000000002,0.00909,25.51,1532007000041,25.31,,,,,,,,,,25.2801,Close,"September 21, 2018",1537560000146,52884,25.24,212352840,25.26,1537536600097,,25.3,NYSE Arca,,26,25.185,0.0018156539120500002
IBMK,,,35884,,,close,-0.0099,-0.00039000000000000005,25.4101,1537560000012,iShares iBonds Dec 2022 Term Muni Bond,25.41,1537560600001,0.1399,0.00551,25.55,1536067732487,25.428,,,,,,,,,,25.4101,Close,"September 21, 2018",1537560000012,65755,25.392,222338375,25.409,1537549529934,,25.42,NYSE Arca,,26.225,25.24,-0.0008659619545120001
IBML,,,42244,,,close,-0.065,-0.0026200000000000004,24.79,1537560000000,iShares iBonds Dec 2023 Term Muni Bond,24.79,1537560000114,,,,,24.83,,,,,,,,,,24.79,Close,"September 21, 2018",1537560000000,11402,24.79,101639000,24.855,1537536600000,,24.855,Cboe Global Markets EDGX,,25.66,24.64,-0.007601115111523
IBMM,,,10792,,,close,-0.04,-0.0016,25,1537560000000,iShares iBonds Dec 2024 Term Muni Bond,25,1537560000098,0.01,0.0004,25.01,1536240457708,25.06,,,,,,,,,,25,Close,"September 21, 2018",1537560000000,3986,25,0,25.04,1537536600001,,25.04,Cboe Global Markets EDGX,,25.35,24.84,0.004237883073357001
IBN,,,6290374,,,close,-0.35000000000000003,-0.03842,8.76,1537560447674,ICICI Bank Limited,8.76,1537560447674,-0.01,-0.0011400000000000002,8.75,1537563399709,8.9,,,,,,,,,,8.76,Close,"September 21, 2018",1537560447674,18198736,8.705,28182062339,8.9,1537536669623,21.9,9.11,New York Stock Exchange,Financial Services,11.26,7.61,-0.14698933519217602
IBND,,,28221,,,close,-0.02,-0.00059,33.98,1537560000172,SPDR Bloomberg Barclays International Corporate Bond,33.98,1537560600001,-0.02,-0.00059,33.96,1537536587040,33.99,,,,,,,,,,33.98,Close,"September 21, 2018",1537560000172,18470,33.84,193686000,33.94,1537536600122,,34,NYSE Arca,,36.87,32.89,-0.035043363642821006
IBOC,,,175802,,,close,-0.7000000000000001,-0.01468,47,1537560000677,International Bancshares Corporation,47,1537560000677,0,0,47,1537562465369,47.85,,,,,,,,,,47,Close,"September 21, 2018",1537560000677,610906,46.9,3108435992,47.55,1537536600176,,47.7,Nasdaq Global Select,Financial Services,47.95,36.65,0.18986755143674303
IBP,,,210566,,,close,-0.55,-0.012050000000000002,45.1,1537560343337,Installed Building Products Inc.,45.1,1537560343337,0,0,45.1,1537562465379,45.95,,,,,,,,,,45.1,Close,"September 21, 2018",1537560343337,561846,44.1,1425446340,45.5,1537536600506,28.36,45.65,New York Stock Exchange,Basic Materials,79.4,44.1,-0.41667046204620406
IBTX,,,214112,,,close,-1.15,-0.01674,67.55,1537560000746,Independent Bank Group Inc,67.55,1537560000746,0,0,67.55,1537562465390,69.175,,,,,,,,,,67.55,Close,"September 21, 2018",1537560000746,635714,67.55,2058596247,68.75,1537536600437,17.19,68.7,Nasdaq Global Select,Financial Services,79,56.5498,-0.007244314454543
IBUY,,,94696,,,close,-0.53,-0.010190000000000001,51.46,1537560000383,Amplify Online Retail ETF,51.46,1537560000383,0.58,0.01127,52.04,1537536481084,52.28,,,,,,,,,,51.46,Close,"September 21, 2018",1537560000383,73027,51.457,550622000,51.98,1537536600542,,51.99,NASDAQ Global Market,,54.55,35.84,0.225937792457362
ICAD,,,33820,,,close,0.14,0.049120000000000004,2.99,1537560000201,icad inc.,2.99,1537560000201,-0.14,-0.04682,2.85,1537473606501,3,,,,,,,,,,2.99,Close,"September 21, 2018",1537560000201,105194,2.8,50419584,2.85,1537536600498,-5.75,2.85,NASDAQ Capital Market,Technology,4.89,2.8,-0.08920853025936501
ICAN,,,802,,,close,-0.01,-0.00034,29.67,1537560000107,SerenityShares Impact,29.643,1537560600002,0.33,0.011120000000000001,30,1536931716952,30,,,,,,,,,,29.67,Close,"September 21, 2018",1537560000107,2025,29.666,4450500,30.06,1537536600066,,29.68,NYSE Arca,,30,25.55,0.09290047974354701
ICBK,,,4907,,,close,0.66,0.02655,25.52,1537560000382,County Bancorp Inc.,25.52,1537560000382,0,0,25.52,1537562465482,25.57,,,,,,,,,,25.52,Close,"September 21, 2018",1537560000382,20129,24.905,170877377,25.01,1537536600538,13.09,24.86,NASDAQ Global Market,Financial Services,33.939,24.29,-0.10516584788695901
ICCC,,,9219,,,close,0.74,0.0897,8.99,1537560000748,ImmuCell Corporation,8.99,1537560000748,-0.51,-0.05673,8.48,1537474685956,8.99,,,,,,,,,,8.99,Close,"September 21, 2018",1537560000748,28737,8.25,49298715,8.51,1537536600255,,8.25,NASDAQ Capital Market,Healthcare,9.25,6.06,0.176761668681983
ICCH,,,875,,,close,0,0,15.01,1537560000760,ICC Holdings Inc.,15.01,1537560000760,-0.01,-0.00067,15,1534165149586,15.105,,,,,,,,,,15.01,Close,"September 21, 2018",1537560000760,1437,15.01,52535000,15.19,1537536600591,,15.01,NASDAQ Capital Market,Financial Services,18,14.54,-0.065379825653798
ICD,,,155666,,,close,0.1,0.02179,4.69,1537560122211,Independence Contract Drilling Inc.,4.69,1537560122211,0,0,4.69,1537562465502,4.75,,,,,,,,,,4.69,Close,"September 21, 2018",1537560122211,215685,4.6,179405468,4.6,1537536600457,-10.66,4.59,New York Stock Exchange,Energy,5.48,2.7199999999999998,0.21517422391857502
ICE,,,2329472,,,close,0.14,0.0018000000000000002,77.82,1537560040096,Intercontinental Exchange Inc.,77.82,1537560040096,0,0,77.82,1537562472000,78.19,,,,,,,,,,77.82,Close,"September 21, 2018",1537560040096,4262942,77.59,44624831698,77.67,1537536603733,23.94,77.68,New York Stock Exchange,Financial Services,78.48,64.91,0.12649812217904102
ICF,,,91887,,,close,0.07,0.00068,102.45,1537560000000,iShares Cohen & Steers REIT,102.49,1537560000495,0,0,102.45,1537560615359,102.92,,,,,,,,,,102.45,Close,"September 21, 2018",1537560000000,144728,102.04,2566372500,102.11,1537536600001,,102.38,Cboe Global Markets EDGX,,104.39,88.4,0.034491540545695004
ICFI,,,85485,,,close,-0.9,-0.012020000000000001,73.95,1537560000852,ICF International Inc.,73.95,1537560000852,0,0,73.95,1537562465527,74.85,,,,,,,,,,73.95,Close,"September 21, 2018",1537560000852,191881,73.005,1394720886,74,1537536600493,23.25,74.85,Nasdaq Global Select,Industrials,82.25,50.1,0.370869200561009
ICHR,,,1011130,,,close,-0.2,-0.009300000000000001,21.31,1537560000456,Ichor Holdings,21.31,1537560000456,0,0,21.31,1537562465547,21.56,,,,,,,,,,21.31,Close,"September 21, 2018",1537560000456,1081331,20.86,519084536,21.25,1537536600188,6.66,21.51,Nasdaq Global Select,Technology,35.51,18.76,-0.18652007722007702
ICL,,,243856,,,close,0.04,0.006470000000000001,6.22,1537560122821,Israel Chemicals Limited,6.22,1537560122821,-0.04,-0.006430000000000001,6.18,1537536598146,6.24,,,,,,,,,,6.22,Close,"September 21, 2018",1537560122821,195193,6.13,7962851134,6.15,1537536600893,16.81,6.18,New York Stock Exchange,Basic Materials,6.24,3.85,0.58007791357806
ICLK,,,157609,,,close,-0.03,-0.00691,4.31,1537560000827,iClick Interactive Asia Group Limited,4.31,1537560000827,0.84,0.19490000000000002,5.15,1536351022921,4.41,,,,,,,,,,4.31,Close,"September 21, 2018",1537560000827,116677,4.2,225397794,4.3,1537536600349,-11.34,4.34,NASDAQ Global Market,Consumer Cyclical,11.4,4.11,-0.5532257894736841
ICLN,,,77083,,,close,0.03,0.0034400000000000003,8.74,1537560000806,iShares S&P Global Clean Energy Index Fund,8.74,1537560000806,0,0,8.74,1537562492000,8.81,,,,,,,,,,8.74,Close,"September 21, 2018",1537560000806,63842,8.74,168682000,8.75,1537536600352,,8.71,NASDAQ Global Market,,10.08,8.3011,-0.05992737646415801
ICLR,,,202228,,,close,0.26,0.0017300000000000002,150.25,1537560000467,ICON plc,150.25,1537560000467,0,0,150.25,1537560870760,151.57,,,,,,,,,,150.25,Close,"September 21, 2018",1537560000467,308882,148.17,8162762317,149.98,1537536600494,26.31,149.99,Nasdaq Global Select,Healthcare,151.86,101.22,0.314186324248777
ICOL,,,41979,,,close,-0.0351,-0.00256,13.7,1537560000196,iShares Inc MSCI Colombia,13.73,1537560600001,-0.31,-0.02263,13.39,1536609600577,13.703,,,,,,,,,,13.7,Close,"September 21, 2018",1537560000196,4213,13.629,27400000,13.53,1537536600115,,13.7351,NYSE Arca,,16.51,13.19,-0.062710375939849
ICON,,,1188133,,,close,-0.0028,-0.011670000000000002,0.23720000000000002,1537560000810,Iconix Brand Group Inc.,0.23720000000000002,1537560000810,0,0,0.23720000000000002,1537562992531,0.26,,,,,,,,,,0.23720000000000002,Close,"September 21, 2018",1537560000810,840941,0.23,16211128,0.252,1537536600384,0.46,0.24,Nasdaq Global Select,Consumer Cyclical,5.96,0.21,-0.821909999999999
ICOW,,,5390,,,close,0.07,0.00251,27.96,1537560000000,Pacer Developed Markets International Cash Cows 100,27.96,1537560000088,-0.4,-0.014310000000000002,27.56,1535117400135,28.05,,,,,,,,,,27.96,Close,"September 21, 2018",1537560000000,1816,27.96,32154000,27.89,1537536600001,,27.89,Cboe Global Markets EDGX,,31.029,26.38,-0.042979459759324004
ICPT,,,368907,,,close,-4.68,-0.039380000000000005,114.17,1537560000340,Intercept Pharmaceuticals Inc.,114.17,1537560000340,0,0,114.17,1537562476000,119.85,,,,,,,,,,114.17,Close,"September 21, 2018",1537560000340,969261,113.62,3375399972,119.22,1537536600247,-8.7,118.85,Nasdaq Global Select,Healthcare,124.4,51.05,0.9867069565217391
ICSH,,,103971,,,close,-0.01,-0.0002,50.155,1537560000000,iShares Ultra Short-Term Bond,50.16,1537560000505,0.015,0.00030000000000000003,50.17,1537536600297,50.18,,,,,,,,,,50.155,Close,"September 21, 2018",1537560000000,556705,50.14,504057750,50.18,1537536600000,,50.165,Cboe Global Markets EDGX,,50.54,49.99,0.015895866127774
ICUI,,,209374,,,close,-0.25,-0.0009400000000000001,265.5,1537560000698,ICU Medical Inc.,265.5,1537560000698,0,0,265.5,1537561137913,267.8,,,,,,,,,,265.5,Close,"September 21, 2018",1537560000698,471389,264.7,5434128950,265.15,1537536600398,36.82,265.75,Nasdaq Global Select,Healthcare,321.7,180.4,0.22765787135585303
ICVT,,,35978,,,close,-0.16,-0.00269,59.39,1537560000000,iShares Convertible Bond,59.42,1537560000573,0.31,0.005220000000000001,59.7,1537450182594,59.78,,,,,,,,,,59.39,Close,"September 21, 2018",1537560000000,81971,59.39,243499000,59.76,1537536600000,,59.55,Cboe Global Markets EDGX,,60.27,53.04,0.079438033292883
IDA,,,180127,,,close,0.51,0.00517,99.2,1537560218848,IDACORP Inc.,99.2,1537560218848,0,0,99.2,1537562465590,99.55,,,,,,,,,,99.2,Close,"September 21, 2018",1537560218848,586246,98.15,4998975978,98.42,1537536609487,21.95,98.69,New York Stock Exchange,Utilities,101.49,79.59,0.13104561798313902
IDCC,,,197761,,,close,-0.85,-0.01054,79.8,1537560000556,InterDigital Inc.,79.8,1537560000556,0,0,79.8,1537562465624,81.175,,,,,,,,,,79.8,Close,"September 21, 2018",1537560000556,387862,79.75,2777951875,80.6,1537536600272,15.14,80.65,Nasdaq Global Select,Communication Services,85.85,69.325,0.017866176622961
IDE,,,43861,,,close,-0.04,-0.00254,15.71,1537560122510,Voya Infrastructure Industrials and Materials Fund of Beneficial Interest,15.71,1537560122510,-0.91,-0.057920000000000006,14.8,1534858191191,15.899000000000001,,,,,,,,,,15.71,Close,"September 21, 2018",1537560122510,42312,15.64,302868047,15.77,1537536600502,,15.75,New York Stock Exchange,Financial Services,17.6614,14.251,-0.043097954330314006
IDEV,,,44648,,,close,-0.0613,-0.00107,57.3787,1537560000163,iShares Core MSCI International Developed Markets,57.381,1537560600001,-0.0587,-0.00102,57.32,1537560000157,57.5,,,,,,,,,,57.3787,Close,"September 21, 2018",1537560000163,10333,57.365,912321330,57.5,1537536600097,,57.44,NYSE Arca,,62.47,54.59,-0.007203428484327001
IDHD,,,1009,,,close,0.14020000000000002,0.005030000000000001,28.0202,1537560000000,Invesco S&P International Developed High Dividend Low Volatility,28.02,1537560000092,,,,,28.082,,,,,,,,,,28.0202,Close,"September 21, 2018",1537560000000,1312,28.02,5604068,27.89,1537536600000,,27.88,Cboe Global Markets EDGX,,30.8,27.2345,-0.007104929700610001
IDHQ,,,17443,,,close,-0.1781,-0.00755,23.4119,1537560000172,Invesco S&P International Developed Quality,23.515,1537560600001,-0.0719,-0.0030700000000000002,23.34,1534771680174,23.47,,,,,,,,,,23.4119,Close,"September 21, 2018",1537560000172,325,23.412,43312015,23.47,1537536600083,,23.59,NYSE Arca,,25.5128,22.545,-0.024455666715656
IDIV,,,300,,,close,0.09,0.006790000000000001,13.34,1537560000122,U.S. Equity Cumulative Dividends Fund Series 2027 Shares,13.3,1537560600002,,,,,13.34,,,,,,,,,,13.34,Close,"September 21, 2018",1537560000122,200,13.29,0,13.29,1537541181941,,13.25,NYSE Arca,,14.49,13.13,0.035602931885488
IDLB,,,3028,,,close,0,0,29.57,1537473600496,Invesco FTSE International Low Beta Equal Weight ETF,29.57,1537473600496,,,,,29.75,,,,,,,,,,29.57,Close,"September 20, 2018",1537473600496,71,29.57,121237030,29.57,1537455629786,,29.57,NASDAQ Global Market,,32.01,28.33,-0.012229381916816
IDLV,,,58715,,,close,-0.01,-0.00030000000000000003,32.99,1537560000244,Invesco S&P International Developed Low Volatility,32.97,1537560600001,-0.44,-0.013340000000000001,32.55,1537214606371,33.03,,,,,,,,,,32.99,Close,"September 21, 2018",1537560000244,42891,32.88,555881500,32.96,1537536600126,,33,NYSE Arca,,35.35,31.88,-0.008659359266083001
IDMO,,,82,,,close,0,0,26.86,1537560000172,Invesco S&P International Developed Momentum,27.368,1537560600002,0.23,0.00856,27.09,1532439000189,,,,,,,,,,,26.86,Close,"September 21, 2018",1537560000172,1,,2686000,27.24,1537464293319,,26.86,NYSE Arca,,30.54,,-0.022330609496423
IDN,,,28648,,,close,0.65,0.30952,2.75,1537560000099,Intellicheck Inc.,2.75,1537560600003,-0.30000000000000004,-0.10909,2.45,1537563270948,2.75,,,,,,,,,,2.75,Close,"September 21, 2018",1537560000099,118066,2.117,42988539,2.15,1537539785253,-9.48,2.1,NYSE American,Technology,3.18,1.5,0.39647652173913
IDOG,,,38764,,,close,0.04,0.0014900000000000002,26.93,1537560000245,ALPS International Sector Dividend Dogs,26.93,1537560600001,0.627,0.023280000000000002,27.557,1530907279588,26.94,,,,,,,,,,26.93,Close,"September 21, 2018",1537560000245,35084,26.89,324506500,26.89,1537536600106,,26.89,NYSE Arca,,30.26,26.02,-0.036926905009301
IDRA,,,614847,,,close,0.13,0.015620000000000002,8.45,1537560000219,Idera Pharmaceuticals Inc.,8.45,1537560000219,0,0,8.45,1537562465645,8.47,,,,,,,,,,8.45,Close,"September 21, 2018",1537560000219,504423,7.96,229619058,8.22,1537536600655,-2.99,8.32,NASDAQ Capital Market,Healthcare,22.96,5.2,-0.506438823529411
IDSA,,,18214,,,close,0.04,0.017320000000000002,2.35,1537560000292,Industrial Services of America Inc.,2.35,1537560000292,-0.04,-0.01702,2.31,1537473608536,2.35,,,,,,,,,,2.35,Close,"September 21, 2018",1537560000292,5761,2.29,19053483,2.32,1537536600661,,2.31,NASDAQ Capital Market,Industrials,2.7,1.45,0.34215932799639104
IDSY,,,14991,,,close,0.36,0.05723,6.65,1537560000577,I.D. Systems Inc.,6.65,1537560000577,-0.4,-0.06015,6.25,1537387333403,6.65,,,,,,,,,,6.65,Close,"September 21, 2018",1537560000577,45762,6.13,118061340,6.17,1537536600727,-39.12,6.29,NASDAQ Global Market,Technology,8.05,5.3718,0.019603371924746
IDT,,,105166,,,close,0.03,0.00574,5.26,1537560232628,IDT Corporation Class B,5.26,1537560232628,-0.03,-0.0057,5.23,1537473726249,5.365,,,,,,,,,,5.26,Close,"September 21, 2018",1537560232628,317318,5.15,130724040,5.22,1537536600453,,5.23,New York Stock Exchange,Communication Services,16.48,4.82,-0.510435023225438
IDTI,,,4023097,,,close,-0.03,-0.00064,47.08,1537560000540,Integrated Device Technology Inc.,47.08,1537560000540,0,0,47.08,1537562466275,47.25,,,,,,,,,,47.08,Close,"September 21, 2018",1537560000540,4794381,47.005,6065171441,47.25,1537536600116,42.8,47.11,Nasdaq Global Select,Technology,47.45,25.11,0.5329104885993481
IDU,,,33556,,,close,0.43,0.00318,135.82,1537560000243,iShares U.S. Utilities,135.82,1537560600000,-0.74,-0.005450000000000001,135.08,1537448520620,136.39,,,,,,,,,,135.82,Close,"September 21, 2018",1537560000243,32098,134.72,617981000,135.08,1537536600088,,135.39,NYSE Arca,,142.5,119.51,0.049332566355049005
IDV,,,442193,,,close,-0.15,-0.0045000000000000005,33.16,1537560000000,iShares International Select Dividend,33.16,1537560000446,0.14,0.004220000000000001,33.3,1537536357590,33.23,,,,,,,,,,33.16,Close,"September 21, 2018",1537560000000,474289,33.14,4557842000,33.15,1537536600001,,33.31,Cboe Global Markets EDGX,,35.93,31.67,-0.005069639138127
IDX,,,20158,,,close,-0.01,-0.00047000000000000004,21.08,1537560000252,VanEck Vectors Indonesia Index,21.08,1537560600001,-0.41000000000000003,-0.019450000000000002,20.67,1537387203095,21.1,,,,,,,,,,21.08,Close,"September 21, 2018",1537560000252,5633,21.04,50592000,21.06,1537536600081,,21.09,NYSE Arca,,26.9,19.4263,-0.158953033932135
IDXG,,,861527,,,close,-0.12,-0.07273,1.53,1537560000755,Interpace Diagnostics Group Inc.,1.53,1537560000755,0,0,1.53,1537562612840,1.63,,,,,,,,,,1.53,Close,"September 21, 2018",1537560000755,623843,1.53,43137241,1.63,1537536600387,-4.14,1.65,NASDAQ Capital Market,Healthcare,1.8,0.7675000000000001,0.38441285714285706
IDXX,,,434940,,,close,-0.89,-0.00368,241.13,1537560000774,IDEXX Laboratories Inc.,241.13,1537560000774,0,0,241.13,1537561139994,244.13,,,,,,,,,,241.13,Close,"September 21, 2018",1537560000774,664866,240.79,20879679149,243.5,1537536600404,63.46,242.02,Nasdaq Global Select,Healthcare,256.22,146.09,0.5242966808187061
IEA,,,90669,,,close,0.01,0.0009500000000000001,10.5,1537560000382,Infrastructure and Energy Alternatives Inc.,10.5,1537560000382,0,0,10.5,1537562466294,10.54,,,,,,,,,,10.5,Close,"September 21, 2018",1537560000382,195303,10.46,226565325,10.5,1537536600191,,10.49,NASDAQ Capital Market,Industrials,11.27,8.25,0.061556060606060004
IEAWW,,,26195,,,close,-0.08,-0.049080000000000006,1.55,1537560000450,Infrastructure and Energy Alternatives Inc. Warrant,1.55,1537560000450,,,,,1.6,,,,,,,,,,1.55,Close,"September 21, 2018",1537560000450,11800,1.55,0,1.6,1537536600753,,1.63,NASDAQ Capital Market,,1.69,0.45,0.8183898795180721
IEC,,,56686,,,close,0.01,0.0018300000000000002,5.47,1537560000104,IEC Electronics Corp.,5.47,1537560600001,-0.02,-0.0036600000000000005,5.45,1537473808571,5.47,,,,,,,,,,5.47,Close,"September 21, 2018",1537560000104,14831,5.105,56283160,5.42,1537536600025,36.47,5.46,NYSE American,Technology,6.8,3.421,0.31990228915662605
IECS,,,527,,,close,0,0,25.57,1537560000000,iShares Evolved U.S. Consumer Staples,25.57,1537560000000,-1.335,-0.052210000000000006,24.235,1530562294556,,,,,,,,,,,25.57,Close,"September 21, 2018",1537560000000,6,,3835500,25.57,1537536600001,,25.57,Cboe Global Markets EDGX,,25.57,,0.048028133222942006
IEDI,,,1133,,,close,-0.0325,-0.0011400000000000002,28.55,1537560000000,iShares Evolved U.S. Discretionary Spending,28.55,1537560000088,-0.17,-0.00595,28.38,1536672016695,28.693,,,,,,,,,,28.55,Close,"September 21, 2018",1537560000000,1337,28.55,5710000,29,1537536600001,,28.5825,Cboe Global Markets EDGX,,28.77,24,0.16444681478396803
IEF,,,2690464,,,close,0.04,0.0004,101,1537560000401,iShares 7-10 Year Treasury Bond ETF,101,1537560000401,0,0,101,1537562863639,101.06,,,,,,,,,,101,Close,"September 21, 2018",1537560000401,1024338,100.9,9191000000,100.9,1537536600147,,100.96,NASDAQ Global Market,,107.39,100.33,-0.025623495013433
IEFA,,,6705618,,,close,-0.02,-0.00031,64.75,1537560000000,iShares Core MSCI EAFE,64.76,1537560000436,-0.037,-0.0005700000000000001,64.713,1537561327465,64.86,,,,,,,,,,64.75,Close,"September 21, 2018",1537560000000,9054770,64.67,59803100000,64.74,1537536600000,,64.77,Cboe Global Markets EDGX,,70.84,61.46,-0.010194336140827001
IEFN,,,219,,,close,0,0,25.48,1537560000000,iShares Evolved U.S. Financials,25.48,1537560000000,-0.13,-0.0051,25.35,1535635110946,,,,,,,,,,,25.48,Close,"September 21, 2018",1537560000000,2,,5096000,25.48,1537536600000,,25.48,Cboe Global Markets EDGX,,25.49,,0.08994156749681301
